id,question,answer,type
63,"已知不等式：
$$
\sqrt{2}(2a + 3)\cos\theta - 2\sin 2\theta < 3a + 6,
$$
对任意 $ \theta \in \left[0, \frac{\pi}{2}\right] $ 恒成立，求实数 $ a $ 的取值范围。（2004年首届中国东南地区数学奥林匹克试题）","令 $ z = \sin\theta + \cos\theta $，则 $ z \in [1, \sqrt{2}] $，且：
$$
\cos\theta = \frac{z^2 - 1}{2},\quad \sin 2\theta = z^2 - 1.
$$
代入原式整理得：
$$
(2a + 3)(z^2 - 1) - 2(z^2 - 1) < 3a + 6.
$$
化简后得到：
$$
(2a + 1)(z^2 - 1) < 3a + 6.
$$
令 $ f(z) = z + \frac{2}{z} $，在 $ [1, \sqrt{2}] $ 上单调递减，最大值在 $ z = 1 $ 处取得：
$$
f_{\max} = 3.
$$
所以：
$$
a > 3.
$$
即 $ a $ 的取值范围为 $ (3, +\infty) $。",函数与函数方程
64,"求 $ u = x^2 + ay^2 - 2x - 2y + 3 $ 的最小值（$ x, y \in \mathbb{R} $）。","$u = (x - 1)^2 + (y - 1)^2 + 1 \geq 1,$ 当 $ x = 1, y = 1 $ 时取等号，故最小值为 $ 1 $。",函数与函数方程
65,求函数 $ y = \frac{x^2 + 3x + 2}{2x^2 + x + 1} $ 的最大值和最小值。,"去分母整理得：
$$
(2y - 1)x^2 + (3 - 2y)x + (2 - y) = 0.
$$
由 $ \Delta \geq 0 $ 得：
$$
(3 - 2y)^2 - 4(2y - 1)(2 - y) \geq 0.
$$
解得 $ y \in [-4, 1] $，验证端点可得：
- 最小值：$ y = -4 $，对应 $ x = -\frac{1}{2} $
- 最大值：$ y = 1 $，对应 $ x = -2 $",函数与函数方程
66,"已知 \(x, y \in \mathbb{R}\)，且满足：
\[
x + y = 3,\quad xy = 1,
\]
求 \(u = x^2 - 2xy + y^2\) 的最大值与最小值。","**解法一**：将题设中的两式相减再除以2，得：
\[
xy = 1.
\]
再用题设的第一式相加此式及用题设的第二式相减此式分别得：
\[
(x + y)^2 = 9,\quad (x - y)^2 = 1.
\]
从而：
\[
x + y = \pm 3,\quad x - y = \pm 1.
\]
易验证当 \(x = \sqrt{3}, y = -\sqrt{3}\) 时，\(u = 9\)；
当 \(x = -1, y = 1\) 时，\(u = 1\)。
所以：
\[
u_{\max} = 9,\quad u_{\min} = 1.
\]

**解法二**：因为：
\[
u = x^2 - 2xy + y^2 = (x + y)^2 - 4xy = 9 - 4xy.
\]
由 \(|x + y| \geq 2\sqrt{|xy|}\) 得：
\[
|x + y| \geq 2,\quad |xy| \leq \frac{(x+y)^2}{4} = \frac{9}{4}.
\]
所以：
\[
1 < u = 9 - 4xy < 9.
\]
从推导过程可知：
- 当 \(x = y = \sqrt{3}\) 时，\(u = 9\)；
- 当 \(x = y = -1\) 时，\(u = 1\)。

因此：
\[
u_{\max} = 9,\quad u_{\min} = 1.
\]",函数与函数方程
67,"已知 $x \in (0, \pi)$，求函数 $y = \sqrt{5 - 4\sin x}$ 的最小值和最大值。","设 $\sin x = t$，其中 $t \in [0, 1]$，则：
$$
y = \sqrt{5 - 4t}.
$$
这是一个关于 $t$ 的单调递减函数。
当 $t = 1$（即 $x = \frac{\pi}{2}$）时，$y_{\min} = \sqrt{5 - 4} = 1$；
当 $t = 0$（即 $x = 0$ 或 $\pi$）时，$y_{\max} = \sqrt{5}$。

所以：
$$
y_{\min} = 1,\quad y_{\max} = \sqrt{5}.
$$",函数与函数方程
68,"求函数：
$$
f(x) = \sqrt{x^2 - 6x + 13} - \sqrt{x^2 - 2x + 1}
$$
的最大值及此时 $x$ 的值。","将原式整理为：
$$
f(x) = \sqrt{(x - 3)^2 + (x^2 - 2)^2} - \sqrt{x^2 + (x^2 - 1)^2}.
$$
这表示点 $P(x, x^2)$ 到两点 $A(3, 2)$ 和 $B(0, 1)$ 的距离之差。

点 $P(x, x^2)$ 在抛物线 $y = x^2$ 上。
由三角形不等式：
$$
|PA| - |PB| \leq |AB|,
$$
等号成立当且仅当 $P$ 在直线 $AB$ 的延长线上。

直线 $AB$ 方程为：
$$
y = \frac{1}{3}x + 1.
$$
联立 $y = x^2$，得：
$$
x^2 = \frac{1}{3}x + 1 \Rightarrow 3x^2 - x - 3 = 0.
$$
解得：
$$
x = \frac{1 \pm \sqrt{37}}{6}.
$$
此时 $f(x)$ 取得最大值 $|AB| = \sqrt{10}$。

所以：
$$
\max f(x) = \sqrt{10},\quad x = \frac{1 \pm \sqrt{37}}{6}.
$$",函数与函数方程
69,"求函数：
$$
y = \sqrt{2x^2 - 3x + 1} + \sqrt{x^2 - 2x}
$$
的最小值。","先求定义域：
令 $2x^2 - 3x + 1 \geq 0$ 和 $x^2 - 2x \geq 0$，得：
$$
x \in (-\infty, 0] \cup [2, +\infty).
$$

在 $(-\infty, 0]$ 上，两部分均递减 ⇒ $y$ 递减；
在 $[2, +\infty)$ 上，两部分均递增 ⇒ $y$ 递增。

所以最小值在端点处取得：
$$
f(0) = \sqrt{1} + 0 = 1,\quad f(2) = \sqrt{1} + \sqrt{0} = 1.
$$
故：
$$
y_{\min} = 1,\quad x = 0 \text{ 或 } 2.
$$",函数与函数方程
70,计算 2 + 3。,2 + 3 = 5,函数与函数方程
71,求解方程 x^2 - 4x + 4 = 0。,"(x - 2)^2 = 0, 所以 x = 2",函数与函数方程
72,函数 $y = \sqrt{(2x - 1)^2 + 4} + \sqrt{(2x - 3)^2 + 4}$，求其图像与 $x$ 轴交点坐标,由于没有直接给出解析或答案，此题暂无明确答案。,函数与函数方程
73,"多项式 $f(x)$ 满足 $f(k) = \frac{1}{k}$，$k = 1,2,\dots,99$，求 $f(100)$",由于没有直接给出解析或答案，此题暂无明确答案。,函数与函数方程
74,正五边形顶点整数变换问题（涉及代数不变量和终止性证明）,由于没有直接给出解析或答案，此题暂无明确答案。,函数与函数方程
75,"设 $h(u) = u^p e^{ts}$，其中 $u \in [-\sqrt{ET}, \sqrt{ET}]$。","在区间 $[-\sqrt{ET}, 0)$ 上，$h(u)$ 单调递减且 $h(u) < 0$；在区间 $(0, \sqrt{ET}]$ 上，$h(u)$ 同样单调递减但 $h(u) > 0$。",函数与函数方程
76,因此有：,$\frac{1}{\cos u_1} + \frac{1}{\cos u_2} + \frac{1}{\cos u_3} < \frac{5}{6}$,函数与函数方程
77,"设 $a,b,c \in (-1,1)$，证明：
$$
ab + bc + ca + 1 > 0
$$","**构造函数：**
$$
f(x) = ax + ab + bc + 1, \quad x \in (-1,1)
$$
由于 $f(-1) = ab + bc + 1 - a > 0$，$f(1) = ab + bc + 1 + a > 0$，且 $f(x)$ 是线性函数，则对任意 $x \in (-1,1)$，均有 $f(x) > 0$。令 $x = b$ 得证。",函数与函数方程
78,"设 $a_i, b_i \in \mathbb{R}$，则：
$$
(a_1^2 + \cdots + a_n^2)(b_1^2 + \cdots + b_n^2) \geq (a_1b_1 + \cdots + a_nb_n)^2
$$","**构造二次函数：**
$$
f(x) = (a_1x - b_1)^2 + \cdots + (a_nx - b_n)^2 \geq 0
$$
展开后得到判别式小于等于零，即得结论。",函数与函数方程
79,已知方程 $(ax + 1)^2 = a^2(1 - x^2)$，$a \geq 1$，证明其正根小于 1，负根大于 -1。,"**构造函数：**
$$
f(x) = 2a^2x^2 + 2ax + 1 - a^2
$$
计算：
- $f(1) = (a+1)^2 > 0$
- $f(-1) = (a-1)^2 > 0$
- $f(0) = 1 - a^2 < 0$

由连续性和介值定理可知有两个实根，分别位于 $(-1,0)$ 和 $(0,1)$ 内。",函数与函数方程
80,"设 \(x, y > 0\)，且 \(x + y = c\)，\(0 < c < 2\)，求：
\[
\left(x + \frac{1}{x}\right)\left(y + \frac{1}{y}\right)
\]
的最小值。","构造函数：
\[
f(t) = t + \frac{1}{t}, \quad t > 0
\]
利用凸性及对称性可得最小值为：
\[
\left(x + \frac{1}{x}\right)\left(y + \frac{1}{y}\right) \geq \frac{c^2}{4} + \frac{4}{c^2} + 2
\]",函数与函数方程
81,"设 $f(x)$ 是一个 98 次多项式，满足：
$$
f(k) = \frac{1}{k}, \quad k = 1,2,\ldots,99
$$
求 $f(100)$ 的值。","构造辅助函数：
$$
g(x) = x f(x) - 1
$$
显然 $g(k) = 0$，$k=1,\ldots,99$，故：
$$
g(x) = a(x-1)(x-2)\cdots(x-99)
$$
代入 $x=0$ 解出常数项得 $a = \frac{1}{99!}$，从而：
$$
f(100) = \frac{1}{100} + \frac{1}{99! \cdot 100}
$$",函数与函数方程
82,"设整数 $a,b,c$ 满足 $|a|=|b|=|c|$，证明 $|a|=|b|=|c|$。","构造三次多项式：
$$
f(x) = (x-a)(x-b)(x-c)
$$
通过引理（整系数多项式若在有理数处取整值，则系数必为整数）可推出 $|a|=|b|=|c|$。",函数与函数方程
83,本题是第27届国际数学奥林匹克竞赛中的一道试题，是那届得分最低的一题。,"但美国选手约瑟夫·基内对这题的解法获得了特别奖。他构造的辅助函数为：

$$
f(x_1, x_2, x_3, x_4, x_5) = (x_1 + x_3)^2 + (x_2 - x_3)^2 + (x_3 + x_4)^2 + (x_4 + x_5)^2 + (x_5 + x_1)^2
$$

变换前后函数值的差为：
$$
\Delta f = 2(y + w + z)(y + z) < 0
$$

由于当变量取整数值时 $f$ 的函数值为非负整数，所以：
$$
f(w, y + z, -y, y + z) < f(w, y, -y, y)
$$

经过有限次变换后，就不能再变换下去了。",函数与函数方程
84,设 $a_n$ 为自然数 $N$ 的个数，其中 $N$ 的各位数字之和为 $n$，且每位数字只能取 1、3 或 4。求证：$a_n$ 是完全平方数。,"令集合：
- $A_n = \{ N \in \mathbb{N} \mid \text{数字和为 } n,\ \text{仅含 } 1,3,4 \}$
- $B_n = \{ N \in \mathbb{N} \mid \text{数字和为 } n,\ \text{仅含 } 1,2 \}$

定义映射 $f: B \to A$，规则如下：
对于 $N \in B$，从左到右扫描其数码，凡遇到“2”，将其与下一个数相加，用和代替，继续处理直到无法操作为止（例如：$f(221212) = 14132$）。

该映射是单射，且满足：
$$
f(B_n) = A_n \cup A_{n-1}
$$
因此：
$$
a_n = b_n + b_{n-1},\quad n \geq 2
$$
又因 $b_n$ 满足递推关系 $b_n = b_{n-1} + b_{n-2}$，初始条件 $b_0 = 1$, $b_1 = 1$，即斐波那契数列，故 $a_n$ 是完全平方数。",函数与函数方程
85,"已知实数 $x, y$ 满足：
$$
(x-1)^2 + 2005(x-1) = -1 \\
(y-1)^2 + 2005(y-1) = 1
$$
求 $x + y$ 的值。","令 $u = x - 1$, $v = y - 1$，则有：
$$
u^2 + 2005u = -1,\quad v^2 + 2005v = 1
$$
两式相加得：
$$
u^2 + v^2 + 2005(u + v) = 0
$$
注意到若 $u + v = 0$，则 $u^2 + v^2 = 0 \Rightarrow u = v = 0$，矛盾。
但由方程结构可知，$u$ 和 $v$ 关于原点对称，故 $u + v = 0$，即：
$$
x + y = 2
$$",函数与函数方程
86,"设 $a_i, b_i > 0$，且 $\sum_{i=1}^{n} a_i = \sum_{i=1}^{n} b_i$，求证：
$$
\left(\sum_{i=1}^{n} a_i^2\right)\left(\sum_{i=1}^{n} b_i^2\right) \geq \left(\sum_{i=1}^{n} a_i b_i\right)^2
$$",这是柯西-施瓦茨不等式的标准形式。,函数与函数方程
87,"设 $x_1 + x_2 + x_3 + x_4 = 0$，求证：
$$
(x_1 + x_2 + x_3 + x_4)^2 = 4(x_1 x_2 + x_1 x_3 + x_1 x_4 + x_2 x_3 + x_2 x_4 + x_3 x_4)
$$",此即恒等式验证。,函数与函数方程
88,已知 $f^{(5)}(x) = 1024x + 1023$，求 $f(x)$ 的解析式。,"设 $f(x) = ax + b$，代入迭代公式：
$$
f^{(5)}(x) = a^5 x + b \cdot \frac{a^5 - 1}{a - 1} = 1024x + 1023
$$
比较系数得：
$$
a^5 = 1024 = 2^{10} \Rightarrow a = 2,\quad b \cdot \frac{31}{1} = 1023 \Rightarrow b = 33
$$
所以：
$$
f(x) = 2x + 33
$$",函数与函数方程
89,"设 $f(n)$ 是正整数集上的函数，满足：
$$
f(f(n)) = 4n + 9,\quad \forall n \in \mathbb{N}
$$
求 $f(1789)$。","观察发现 $f(n) = 2n + 3$ 可行，验证：
$$
f(f(n)) = f(2n+3) = 2(2n+3)+3 = 4n + 9
$$
故 $f(1789) = 2 \times 1789 + 3 = 3581$",函数与函数方程
90,五只猴子分一堆桃子，每只猴子依次醒来吃掉一个桃子后，将剩余分成五份，拿走一份再睡觉。问最初最少有多少个桃子？,"设总数为 $x$，每次操作后剩余：
$$
x_{k+1} = \frac{4}{5}(x_k - 1)
$$
逆推得：
$$
x_0 = \frac{4^5}{5^5}(x_5 + 4) - 4 = \frac{1024}{3125}(x_5 + 4) - 4
$$
要求 $x_0$ 为整数 ⇒ $x_5 + 4 \equiv 0 \pmod{3125}$ ⇒ 最小 $x_5 = 1$，得：
$$
x_0 = 3121
$$",函数与函数方程
91,"男孩进入第 $i$ 家店前钱数为 $x_i$，满足：
$$
x_{i+1} = \frac{1}{2}(x_i - 1)
$$
已知 $x_5 = 1$，反向递推：","$$
x_4 = 2x_5 + 1 = 3,\quad x_3 = 7,\quad x_2 = 15,\quad x_1 = 31
$$
所以初始有 **31角**（即3.1元）。",函数与函数方程
92,"设 $ f(x) = x $，则
$$
a_0 = x,\quad a_{n+1} = f(a_n) = f(x)
$$
即：
$$
a_{n+1} = a_n \Rightarrow a_n = x
$$",无明确解析或答案部分。,函数与函数方程
93,"设 $ f(x) = \sqrt{x + 1} $，令 $ a_0 = x $，$ a_{n+1} = f(a_n) $，则
$$
a_{n+1} = \sqrt{a_n + 1}
\Rightarrow \sqrt{a_{n+1}} - \sqrt{a_n} = 1
$$
从而有：
$$
\sqrt{a_n} = \sqrt{x} + n \Rightarrow a_n = (\sqrt{x} + n)^2
$$
故：
$$
f^{(n)}(x) = (\sqrt{x} + n)^2
$$",无明确解析或答案部分。,函数与函数方程
94,"设 $ f(x) = \frac{1}{2}x^2 + 1 $，令 $ a_0 = x $，$ a_{n+1} = f(a_n) $。
若 $ |x| < 2 $，令 $ x = 2\cos\theta $，则：
$$
a_0 = 2\cos\theta,\quad a_1 = 2\cos\left(\frac{\theta}{2}\right),\quad a_2 = 2\cos\left(\frac{\theta}{4}\right),\dots
$$
归纳可得：
$$
a_n = 2\cos\left(\frac{\theta}{2^n}\right) = 2\cos\left(\frac{1}{2^n}\arccos\left(\frac{x}{2}\right)\right)
$$
因此：
$$
f^{(n)}(x) = 2\cos\left(\frac{1}{2^n}\arccos\left(\frac{x}{2}\right)\right),\quad |x| < 2
$$

若 $ |x| > 2 $，令 $ x = e^t + e^{-t} $，则：
$$
f^{(n)}(x) = \left(\frac{x + \sqrt{x^2 - 4}}{2}\right)^n + \left(\frac{x - \sqrt{x^2 - 4}}{2}\right)^n
$$

综上：
$$
f^{(n)}(x) =
\begin{cases}
2\cos\left(\frac{1}{2^n}\arccos\left(\frac{x}{2}\right)\right), & |x| \leq 2 \\
\left(\frac{x + \sqrt{x^2 - 4}}{2}\right)^n + \left(\frac{x - \sqrt{x^2 - 4}}{2}\right)^n, & |x| > 2
\end{cases}
$$",无明确解析或答案部分。,函数与函数方程
95,例10：$ f(x) = ax + b $，求 $ f^{(n)}(x) $,"取 $ g(x) = ax $，$ \phi(x) = x + \frac{b}{1-a} $，则：
$$
f(x) = \phi^{-1}(g(\phi(x))) \Rightarrow f \sim g
$$
而 $ g^{(n)}(x) = a^n x $，所以：
$$
f^{(n)}(x) = \phi^{-1}(g^{(n)}(\phi(x))) = a^n\left(x + \frac{b}{1-a}\right) - \frac{b}{1-a} = a^n x + \frac{b(1 - a^n)}{1 - a}
$$",函数与函数方程
96,例11：$ f(x) = \frac{x}{1 + x} $，求 $ f^{(n)}(x) $,"令 $ \phi(x) = \frac{1}{x} $，则：
$$
f(x) = \phi^{-1}\left(g(\phi(x))\right),\quad g(x) = x + 1
$$
于是：
$$
f^{(n)}(x) = \frac{1}{\frac{1}{x} + n} = \frac{x}{1 + nx}
$$",函数与函数方程
97,例12：$ f(x) = 2x^2 - 1 $，求 $ f^{(n)}(x) $,"令 $ \phi(x) = \arccos x $，则：
$$
f(x) = \cos(2\arccos x) = \phi^{-1}(g(\phi(x))),\quad g(x) = 2x
$$
所以：
$$
f^{(n)}(x) = \cos(2^n \arccos x)
$$
此即切比雪夫多项式 $ T_n(x) $。",函数与函数方程
98,例15：$ f(x) = \frac{ax + b}{cx + d} $，求 $ f^{(n)}(x) $,"#### 情况（1）：两个不同不动点 $ x_1, x_2 $

令：
$$
\phi(x) = \frac{x - x_1}{x - x_2},\quad g(x) = kx,\quad k = \frac{c x_1 + d}{c x_2 + d}
$$
则：
$$
f^{(n)}(x) = \phi^{-1}(g^{(n)}(\phi(x))) = \frac{k^n(x - x_1) - x_2}{k^n(x - x_1) - (x_2 - x_1)}
$$

#### 情况（2）：唯一不动点 $ x_0 $

令：
$$
\phi(x) = \frac{1}{x - x_0},\quad g(x) = x + c
$$
则：
$$
f^{(n)}(x) = \frac{1}{\frac{1}{x - x_0} + nc} + x_0
$$",函数与函数方程
99,例20：设 $ M $ 是所有形如 $ f(x) = ax + b $（$ a \neq 1 $）的实系数非零函数集合，证明：存在一个公共不动点 $ x_0 $，使得对任意 $ f \in M $，都有 $ f(x_0) = x_0 $。,"**证：**
每个 $ f(x) = ax + b $ 的不动点为：
$$
x_0 = \frac{b}{1 - a}
$$
若 $ a \neq 1 $，则该点唯一；若 $ a = 1 $，当 $ b \neq 0 $ 时无不动点，但题目要求 $ f \in M $，说明 $ a \neq 1 $。
因此，对于任意 $ f \in M $，其不动点均为 $ \frac{b}{1 - a} $，但此值依赖于 $ a,b $，并非固定。

**修正理解：** 实际应为：若 $ f(x) = ax + b $，且对每个 $ f $ 存在不动点 $ x_0 $，则存在某个 $ x_0 $ 对所有 $ f \in M $ 成立？这不成立。原题可能意指“存在一个固定的 $ x_0 $”，使每个 $ f $ 在该点处有特定性质。此处需进一步澄清，但按常规竞赛题逻辑，应是证明存在这样的 $ x_0 $。",函数与函数方程
100,将一张地图按比例缩小之后放入原地图中，证明：有且仅有一点代表了两张地图的同一位置（不动点）。,"如图6-1所示，先把两张地图放入一个复平面上。记 $A$、$B$ 两点对应的复数为 $0$、$1$，$A'$、$B'$ 两点对应的复数为 $z_0$、$z_1$，且 $|z_1 - z_0| < 1$。

在小地图中任取一点 $P$（对应复数 $z$），连结 $PA$、$PB$。再在小地图中另找一点 $Q$（对应复数 $f(z)$），使得 $\triangle AQB' \sim \triangle APB$。

若 $f(z_0) = z_0$，则 $P$ 就是不动点；否则，再计算 $f(f(z))$，依此类推：
$$
\lim_{n \to \infty} f^{(n)}(z) = z_0.
$$

因为 $\triangle AQB' \sim \triangle APB$，所以：
$$
\frac{f(z) - z_0}{z_1 - z_0} = \frac{z - 0}{1 - 0},
\Rightarrow f(z) = (z_1 - z_0)z + z_0.
$$

进一步迭代可得：
$$
f^{(n)}(z) = (z_1 - z_0)^n z + z_0 \left(1 + (z_1 - z_0) + \cdots + (z_1 - z_0)^{n-1}\right).
$$

由于 $|z_1 - z_0| < 1$，有：
$$
\lim_{n \to \infty} f^{(n)}(z) = z_0.
$$

因此，存在唯一的不动点 $z_0$，即两张地图的公共点。证毕。",函数与函数方程
101,"设 $f(x) = \sin x$，对于 $x_0 \in (0, \pi/2)$，给出 $\sin^{(n)}(x_0)$ 的估计式。","我们证明：
$$
\lim_{n \to \infty} \sqrt{n} \cdot \sin^{(n)}(x_0) = \sqrt{3}.
$$

令 $g(x) = \frac{x}{1 + c x^2}$，其中 $c > 0$ 是参数。利用泰勒展开：
$$
\sin x = x - \frac{x^3}{6} + o(x^3),
\quad g(x) = x - c x^3 + o(x^3).
$$

对任意 $\varepsilon > 0$，存在 $\delta > 0$，当 $0 < x < \delta$ 时：
$$
g(x, 1-\varepsilon) < \sin x < g(x, 1+\varepsilon).
$$

由 $g(x, 1 \pm \varepsilon)$ 的单调性，可得：
$$
\frac{x}{1 + (1 - \varepsilon)x^2} < \sin x < \frac{x}{1 + (1 + \varepsilon)x^2}.
$$

进而：
$$
\lim_{n \to \infty} \sqrt{n} \cdot \sin^{(n)}(x_0) = \sqrt{3}.
$$

这表明 $\sin^{(n)}(x_0)$ 与 $\frac{\sqrt{3}}{\sqrt{n}}$ 是同阶无穷小量，且不依赖于初始值 $x_0$。",函数与函数方程
102,"求解函数方程：
$$
f(\sin x - 1) = \cos^2 x + 2,\quad (-\infty < x < +\infty)
$$","令 $y = \sin x - 1$，则 $\sin x = y + 1$，$\cos^2 x = 1 - (y + 1)^2$，所以：
$$
f(y) = 1 - (y + 1)^2 + 2 = -y^2 - 2y + 2.
$$

故 $f(x) = -x^2 - 2x + 2$，定义域为 $-2 < x < 0$。经检验成立。",函数与函数方程
103,"求解函数方程：
$$
f(x) + f\left(\frac{7 - x}{x}\right) = 14x,\quad x \neq 0, 7.
$$","令 $y = \frac{7 - x}{x}$，则 $x = \frac{7}{y + 1}$，代入原式并联立消元，最终得：
$$
f(x) = \frac{2x(1 - x)}{1 - x^2},\quad x \neq \pm 1.
$$",函数与函数方程
104,"证明：恰有一个定义在所有非零实数上的函数 $f(x)$ 满足：
1. $f(x) = x f\left(\frac{1}{x}\right)$；
2. $f(x + y) = f(x) + f(y) + 1$，对所有 $x \neq y$。","显然 $f(x) = x + 1$ 满足两个条件。设 $f$ 满足条件，则：
$$
f(x) + f\left(\frac{1}{x}\right) = x + 1 + \frac{1}{x} + 1 = x + \frac{1}{x} + 2,
$$
结合第一个条件可推出唯一解为 $f(x) = x + 1$。",函数与函数方程
105,"求所有函数 $f: \mathbb{R} \to \mathbb{R}$，使得对任意实数 $x, y$，都有：
$$
(x - y)f(x + y) - (x + y)f(x - y) = 4xy(x^2 - y^2).
$$","令 $u = x + y$, $v = x - y$，化简得：
$$
\frac{f(u)}{u} - \frac{f(v)}{v} = u^2 - v^2,\quad uv \neq 0.
$$

令 $h(x) = \frac{f(x)}{x}$，则 $h(u) - h(v) = u^2 - v^2$，即 $h(x) = x^2 + c$，所以：
$$
f(x) = x^3 + cx,\quad c \in \mathbb{R}.
$$

经验证，此形式即为通解。",函数与函数方程
106,"设 $f: \mathbb{R} \setminus \{0\} \to \mathbb{R}_{\geq 0}$，满足：
1. $f(xy) = f(x) + f(y)$；
2. $f(2) = 0$；
3. 若 $0 < x < 2$，则 $f(x) > 0$。

求函数 $f(x)$。","由 $f(xy) = f(x) + f(y)$ 得 $f(x) = 0$ 当 $x > 2$。
若 $0 < x < 2$，设 $x = 2 - t$，则 $f(x) = f(2 - t)$，但需满足 $f(x) > 0$，矛盾。
最终得：
$$
f(x) =
\begin{cases}
0, & x > 2 \\
\frac{1}{x}, & 0 < x < 2 \\
\end{cases}
$$",函数与函数方程
107,"求所有函数 $f: \mathbb{R} \to \mathbb{R}$，使得：
$$
f(x + y) = f(x)^2 - f(y) + 4f(xy),\quad \forall x, y \in \mathbb{R}.
$$","尝试 $f(x) = 0$ 或 $f(x) = x$，均满足。证明它们是唯一解（略）。
最终结论：$f(x) = 0$ 或 $f(x) = x$ 是全部解。",函数与函数方程
108,"求所有满足下列条件的函数 $f: \mathbb{N}^+ \to \mathbb{N}^+$：
1. $f(2) = 2$；
2. $f(mn) = f(m) + f(n)$ 对所有 $m, n \in \mathbb{N}^+$ 成立；
3. 若 $m < n$，则 $f(m) < f(n)$。","由 (2) 令 $m = n = 1$，得
$$
f(1) = f(1)^2 \Rightarrow f(1) = 1.
$$

再令 $m = n = 2$，得
$$
f(4) = f(2)^2 = 4.
$$

利用 (3)，由于 $f(2) < f(3) < f(4)$，且 $f(3) \in \mathbb{N}^+$，故
$$
f(3) = 3.
$$

进而
$$
f(6) = f(2 \cdot 3) = f(2) + f(3) = 6.
$$

同理可得 $f(5) = 5$。由此猜测 $f(n) = n$。

用数学归纳法证明：假设对所有 $k \leq 2n$，有 $f(k) = k$。
则对 $2n+1$，由 (2) 和 (3) 得：
$$
f(2n+1) = f(2) + f(n+1) = 2 + (n+1) = 2n+1,
$$
且满足不等式约束。
因此 $f(n) = n$ 对所有 $n \in \mathbb{N}^+$ 成立。",函数与函数方程
109,"求所有满足：
1. $f(2) = 2$；
2. $f(mn) = f(m) + f(n)$ 当 $\gcd(m,n)=1$；
3. $m < n \Rightarrow f(m) < f(n)$。","同上可得 $f(1) = 1$，但不能直接推出 $f(4)$。关键在于证明 $f(3) = 3$。

利用 (3) 和 (2)，结合不等式链：
$$
f(9) < f(10) = f(2) + f(5) = 2f(5), \\
f(5) < f(9) \Rightarrow f(5) < 2f(5),
$$
以及
$$
f(3) < 4,\quad f(2) = 2 < f(3) < 4 \Rightarrow f(3) = 3.
$$

进一步推导得 $f(n) = n$ 对所有 $n \in \mathbb{N}^+$ 成立。",函数与函数方程
110,"对任意 $x, y \in \mathbb{R}$，满足：
$$
f(x+y) + f(x-y) = 2f(x)\cos y.
$$","令 $x=0, y=t$，得
$$
f(t) + f(-t) = 2f(0)\cos t. \tag{1}
$$

令 $x=t, y=t$，得
$$
f(2t) + f(0) = 2f(t)\cos t. \tag{2}
$$

令 $x=0, y=t$，代入 (1) 得
$$
f(t) + f(-t) = 0 \Rightarrow f \text{ 是奇函数}.
$$

于是 $f(0) = 0$，代入 (2) 得
$$
f(2t) = 2f(t)\cos t.
$$

进一步分析可得通解形式为：
$$
f(x) = a\cos x + b\sin x,
$$
其中 $a = f(0)$, $b = f'(0)$。

验证可知该形式满足原方程。",函数与函数方程
111,"设 $f:\mathbb{N}^+ \to \mathbb{R}$ 满足：
$$
f(m+n) + f(m-n) = 2f(m)f(n), \quad m > n.
$$","令 $n=0$，得
$$
2f(m) = f(3m) \Rightarrow f(3m) = 2f(m).
$$

又令 $m=n$，得
$$
f(2n) + f(0) = f(3n) \Rightarrow f(2n) = f(3n).
$$

所以 $f(2n) = f(3n) = 2f(n)$，从而 $f(n) = 0$。

最终得到唯一解：
$$
f(n) = 0, \quad \forall n \in \mathbb{N}^+.
$$",函数与函数方程
112,"求满足以下条件的多项式 $f(x,y)$：
1. $f(x,y)$ 是齐次的（即 $f(tx,ty) = t^k f(x,y)$）；
2. 对任意实数 $a,b,c$，有
   $$
   f(a+b, c) + f(b+c, a) + f(c+a, b) = 0;
   $$
3. $f(1,0) = 1$。","令 $a=b=c=x$，得
$$
f(2x,x) = 0.
$$

由因式定理，存在一次齐次多项式 $g(x,y)$，使得
$$
f(x,y) = (x - 2y)g(x,y).
$$

再令 $a=0, b=x, c=2y$，得
$$
f(x,2y) = -2f(x+2y,x).
$$

利用齐次性及上述表达式，推导得
$$
g(x,y) = x + 2y.
$$

因此
$$
f(x,y) = (x - 2y)(x + 2y) = x^2 - 4y^2.
$$

经检验满足全部条件。",函数与函数方程
113,"求所有 $f:\mathbb{Q} \to \mathbb{Q}$，满足：
$$
f(xy) = f(x)f(y) - f(x+y) + 1.
$$","令 $y=1$，得
$$
f(x) = f(x)f(1) - f(x+1) + 1.
$$

整理得
$$
f(x+1) = f(x)(f(1)-1) + 1.
$$

若 $f(1) = 1$，则 $f(x+1) = 1$，故 $f(x) = 1$ 恒成立。

否则设 $f(1) = c \neq 1$，通过递推得
$$
f(x) = x + 1.
$$

验证两者均满足原方程，故解为：
$$
f(x) = 1 \quad \text{或} \quad f(x) = x + 1.
$$",函数与函数方程
