id,question,answer,type
48,"计算角度和边长：
设 $\angle ECB = \alpha$，则 $\angle ECA = 2\alpha$。","由正弦定理：
$$
\frac{AE}{AB} = \frac{\sin 2\alpha}{\sin \alpha} = \frac{\sqrt{3}}{2}
\Rightarrow \sin 3\alpha = \frac{1}{2} \sin 2\alpha
$$
展开后得：
$$
4\sqrt{3} \cos^2 \alpha - 4\cos \alpha - \sqrt{3} = 0
$$
解得：
$$
\cos \alpha = \frac{1}{2} \quad \text{或} \quad \cos \alpha = -\frac{1}{2\sqrt{3}}
\Rightarrow \alpha = 30^\circ \Rightarrow \angle ACE = 60^\circ
$$

进一步计算得：
$$
\tan \angle EAC = \frac{1}{\sqrt{3}} \Rightarrow \angle EAC = 75^\circ
\Rightarrow \angle E = 45^\circ
$$
从而 $\angle DAC = \angle DCA = 45^\circ$，$\triangle ADC$ 是等腰直角三角形，$AC = \sqrt{2} \Rightarrow CD = 1$。
同理 $\triangle ABC$ 也为等腰直角三角形，$BC = \sqrt{2}$，利用余弦定理：
$$
BD^2 = 1^2 + (\sqrt{2})^2 - 2 \cdot 1 \cdot \sqrt{2} \cdot \cos 135^\circ = 5 \Rightarrow BD = \sqrt{5}
$$
故：
$$
f(P)_{\min} = AC \cdot BD = \sqrt{2} \cdot \sqrt{5} = \sqrt{10}
$$",平面几何
49,在 $\triangle ABC$ 中，$\angle BAC = 40^\circ$，$\angle ABC = 60^\circ$，点 $D$、$E$ 分别在边 $AC$、$AB$ 上，满足 $\angle CBD = 40^\circ$，$\angle BCE = 70^\circ$，设 $F = BD \cap CE$。证明：直线 $AF \perp BC$。,"设 $BC = 1$，分别在 $\triangle ABC$ 和 $\triangle BCF$ 中使用正弦定理，得：
$$
\frac{AB}{\sin 80^\circ} = \frac{AC}{\sin 60^\circ}, \quad \frac{BF}{\sin 70^\circ} = \frac{CF}{\sin 40^\circ}
$$
再利用 $AF \perp BC \iff AB^2 - AC^2 = BF^2 - CF^2$，代入可得恒等式成立，证毕。",平面几何
50,"设 $O$ 是 $\triangle ABC$ 内一点，满足：
$$
\angle BAO = \angle CBO = \angle ACO = \alpha
$$
则称 $O$ 为布洛卡点，其基本性质为：
$$
\cot \alpha = \cot A + \cot B + \cot C
$$","在 $\triangle AOB$ 中，由正弦定理：
$$
\frac{AB}{\sin(\pi - (A + \alpha))} = \frac{OB}{\sin \alpha}
\Rightarrow OB = \frac{AB \sin \alpha}{\sin(A + \alpha)}
$$
类似推导其他边关系，结合三角恒等变换最终得到：
$$
\cot \alpha = \cot A + \cot B + \cot C
$$
若三边 $a, b, c$ 成等比数列，则 $b^2 = ac$，即 $\sin^2 B = \sin A \sin C$，故命题成立。",平面几何
51,"设 $AD$, $BE$, $CF$ 过 $\triangle ABC$ 的外心 $O$，六个比例中至少有两个是整数。求证：$\triangle ABC$ 是等腰三角形。","若同一边上的两个比例均为整数，则必为 1，说明该边被垂直平分 ⇒ 等腰。
否则考虑角度关系，构造辅助三角形 $A'B'C'$，其内角为 $180^\circ - 2A$, $180^\circ - 2B$, $180^\circ - 2C$。
利用正弦定理及三角不等式，得出该三角形为等腰 ⇒ 原三角形也为等腰。",平面几何
52,"设 $\triangle ABC$ 中，各角三等分线交于点 $D, E, F$，使得：
$$
\angle DBC = \angle FBA = \frac{1}{3}\angle ABC,\quad \angle FAB = \angle EAC = \frac{1}{3}\angle BAC,\quad \angle HEC = \angle DCB = \frac{1}{3}\angle ACB
$$
则 $\triangle DEF$ 是正三角形。","利用外接圆半径 $R$ 和正弦定理，计算 $AF$, $AE$, $EF$，得：
$$
EF = 8R \sin\frac{A}{3} \sin\frac{B}{3} \sin\frac{C}{3}
$$
此表达式关于 $A, B, C$ 对称 ⇒ $DE = DF = EF$，故为正三角形。",平面几何
53,,"**结论**：
$$
OI^2 = R^2 - 2Rr
$$
**推论**：若 $O = I$，则 $r = \frac{R}{2}$，即三角形为等边三角形。",平面几何
54,"设 $P$ 为锐角 $\triangle ABC$ 内一点，$AP$, $BP$, $CP$ 分别交对边于 $D, E, F$，且 $P$ 是 $\triangle DEF$ 的重心。证明：$D, E, F$ 分别为 $BC, CA, AB$ 的中点 ⇒ $P$ 是 $\triangle ABC$ 的重心。",利用角度关系（如 $\angle EDC = 2A - \gamma$）和正弦定理，结合 Ceva 定理推出比例关系，最终得出各边中点。,平面几何
55,"设 $AB$ 为圆 $\omega$ 直径，直线 $l$ 切圆于点 $A$，点 $C, M, D$ 在 $l$ 上满足 $CM = DM$，延长 $BC$, $BD$ 交圆于 $P, Q$，连接 $PR, QR$。证明：$PA, QA, BR$ 共点于圆上 ⇒ $BR \perp l$。","关键步骤：
- 使用正弦定理比较 $\angle CBM$ 与 $\angle DBM$；
- 利用相似三角形（$\triangle RTP \sim \triangle RPB$）推出角度相等 ⇒ $BR \perp l$。",平面几何
56,"设 $CD$ 是锐角 $\triangle ABC$ 的高，$M$ 为 $AB$ 中点，过 $M$ 的直线交射线 $CA$, $CB$ 于 $K, L$，且 $CK = CL$。证明：若 $S$ 为 $\triangle CKL$ 的外心，则 $SD = SM$。",由 $CK = CL$ 得 $S$ 在 $KL$ 的垂直平分线上；结合 $ME \parallel CD$，说明 $S$ 在 $MD$ 的中垂线上 ⇒ $SD = SM$。,平面几何
57,"设 $BH \perp AC$，$H$ 在 $AC$ 上，$BD = BA$，$D$ 在 $AC$ 上，$G, J$ 分别为 $\triangle ABC$ 的内切圆与边 $AC, AB$ 的切点，$I$ 为 $\triangle BCD$ 的内心。证明：$KI$ 平分线段 $AJ$。","证明要点：
- 利用三角恒等式和内心坐标法；
- 计算点到直线的距离，证明 $IK \perp AJ$，且 $K$ 是 $AJ$ 中点 ⇒ 平分。",平面几何
58,设四边形 $ABFD$ 满足 $AB + BF = AD + DF$，$AB$ 与 $DF$ 交于 $C$，延长 $AD$ 与 $BF$ 交于 $E$。求证：$AC + CF = AE + EF$。,"连接 $AF$，设 $\angle BAF = \alpha$，$\angle DAF = \beta$，则：
$$
AB + BF = AF \cdot \frac{\sin \alpha + \sin \beta}{\sin(\alpha + \beta)}, \quad
AD + DF = AF \cdot \frac{\sin \gamma + \sin \delta}{\sin(\gamma + \delta)}
$$
由条件可知两式相等 ⇒ $\alpha + \beta = \gamma + \delta$ ⇒ $AC + CF = AE + EF$。",平面几何
59,已知锐角 $\triangle ABC$ 的重心为 $G$，内心为 $I$，且满足 $AC = BC$，$CH$、$CI$ 分别与 $\triangle ABC$ 的外接圆交于点 $H$、$I$。证明：$\angle ACH = 90^\circ$ 的充分必要条件是 $\angle IDL = 90^\circ$。,"不妨设 $\angle B > \angle A$，外接圆半径为 $R$，则有：
$$
\angle HCL = \angle HCA = \angle ICA = 90^\circ.
$$
通过正弦定理和向量关系可得：
$$
CH = 2R \cos \angle C, \quad CI = 2R \cos \angle A.
$$
进一步推导可知：
$$
\angle IDL = 90^\circ \iff \angle CIH = 90^\circ.
$$
因此，结论成立。",平面几何
60,"设点 $C$ 在线段 $AB$ 上，点 $D$ 在延长线上，且 $C,D$ 调和分割 $AB$。过 $P$ 引射线 $PC$、$PD$，使得 $PC \perp PD$。则以下四个命题等价：

1. $PC$ 平分 $\angle APB$
2. $PD$ 平分 $\angle APB$ 的外角
3. $C,D$ 调和分割 $AB$
4. $PC \perp PD$",证明思路：使用正弦定理和三角恒等式验证比例关系即可。,平面几何
61,"设 $RK$、$RL$ 是圆的两条切线，过 $R$ 的割线交圆于 $S,T$，连结 $SL$、$TL$，则：","$ (S,T;R,L) \text{ 成调和点列}. $",平面几何
62,已知 $\angle PBC = 60^\circ$，求 $\tan \angle PCB$；,无直接答案或解析。,平面几何
63,"设 $OT$ 分别为 $\triangle ABC$ 的外心与内心，$DF$、$DE$ 交于 $F,E$，$M,N$ 为 $PE,QF$ 中点，求证 $OF \parallel MN$；",无直接答案或解析。,平面几何
64,求解非钝角 $\triangle ABC$ 中 $\sin A$ 的值，已知 $\sqrt{2}OI = AB - AC$。,无直接答案或解析。,平面几何
65,"所以，$AD$、$BE$、$CF$ 三线共点。由性质2知 $PL \perp EL \perp A$，$CRA$。因为 $M$ 是线段 $PE$ 的中点，所以由性质7得：
$$
ME^2 = MA + MC
$$
同理，
$$
NF^2 = NA + NB
$$
因此，点 $M$、$N$ 分别到 $\triangle ABC$ 的内切圆和外接圆等距，故 $M$、$N$ 在 $\triangle ABC$ 的内切圆与外接圆的根轴上。
故 $OU \parallel MN$。",注：本题在第5章中曾出现过，但这里用的是不同的方法。,平面几何
66,设四边形 $ABCD$ 的两组对边分别交于点 $E$、$F$，两条对角线的交点为 $P$，过 $P$ 作 $PO \parallel EF$，求证：$\angle BOC = \angle AOD$。,"如图8-18，延长 $AC$、$DB$ 分别与 $EF$ 交于点 $Q$、$R$。若 $BD \parallel EF$，则视点 $R$ 在无穷远处。
由性质2知 $P$、$Q$ 调和分割线段 $AC$，$P$、$R$ 调和分割线段 $BD$。
因为 $PO \parallel EF$，所以根据性质5中的(3)和(4)，有：
$$
\angle POA = \angle POC,\quad \angle POB = \angle POD
$$
因此，
$$
\angle BOC = \angle AOD
$$",平面几何
67,过锐角 $\triangle ABC$ 的顶点 $A$、$B$、$C$ 的三条高分别交对边于点 $D$、$E$、$F$，过点 $D$ 平行于 $EF$ 的直线分别交 $AC$、$AB$ 于点 $Q$、$R$，$EF$ 交 $BC$ 于 $P$。求证：$\triangle PQR$ 的外接圆过 $BC$ 的中点。,"如图8-19，取边 $BC$ 的中点为 $M$。<br/>
由性质2知 $B$、$C$、$D$、$P$ 是调和点列。<br/>
又 $M$ 是 $BC$ 的中点，因此：<br/>
$$
DM \cdot DP = DB \cdot DC
$$
（性质4第(4)条）<br/>
又 $DR \parallel EF$，所以：<br/>
$$
\angle RQC = \angle PEC = \angle RBC
$$
从而 $Q$、$C$、$R$、$B$ 四点共圆，即：<br/>
$$
DR \cdot DQ = DB \cdot DC = DM \cdot DP
$$
故 $P$、$Q$、$R$、$M$ 四点共圆，即 $\triangle PQR$ 的外接圆过 $BC$ 的中点 $M$。",平面几何
68,在完全四边形 $ABCD$ 中，对角线交于点 $P$，两组对边所在直线分别交于点 $Q$、$R$，过 $P$ 的直线分别交 $AB$、$CD$、$QR$ 于点 $M$、$N$、$G$。求证：$$\frac{1}{MP} + \frac{1}{MG} = \frac{2}{MN}$$,如图8-20，设 $AC$ 与 $QR$ 交于点 $S$，则 $A$、$C$、$P$、$S$ 成调和点列。连结 $QP$，考虑过 $Q$ 的四条线束 $QA$、$QP$、$QD$、$QR$，它们被两条直线 $ACPS$ 和 $MPNC$ 所截，由于 $A$、$C$、$P$、$S$ 成调和点列，因此 $M$、$N$、$P$、$G$ 是调和点列，即：$$\frac{1}{MP} + \frac{1}{MG} = \frac{2}{MN}$$,平面几何
69,如图8-21，点 $A$、$B$、$C$、$D$ 在圆上，$AN$ 分别交 $BF$、$BE$、$CF$ 于 $E$、$G$、$H$。求证：$$\tan \angle ABE = \tan \angle ACF$$,设 $BF$ 与 $CE$ 交于点 $I$，再设 $ID$ 与 $AN$ 交于点 $J$。由调和四边形性质2知：$A$、$G$、$M$、$N$；$A$、$J$、$G$、$I$ 均为调和点列。于是可推出结论成立。,平面几何
70,"对平面上任意不共线的四点 $A$、$B$、$C$、$D$，有：
$$
AB \cdot CD + BC \cdot AD \geq AC \cdot BD
$$
等号成立当且仅当 $ABCD$ 是圆内接凸四边形。","以 $A$ 为反演中心，单位长度为反演半径，设 $B'$、$C'$、$D'$ 为对应反点，则：
$$
AB \cdot CD + BC \cdot AD \geq AC \cdot BD
$$
等号成立条件是 $B'$、$C'$、$D'$ 共线，即 $ABCD$ 圆内接。",平面几何
71,"设 $AB$ 是圆 $O$ 的直径，$C$ 在 $AB$ 上，过 $C$ 作切线交 $AB$ 延长线于 $E$，$P$ 为圆上任意一点。
求证：$\angle BPC = \angle BPE$。","由调和点列 $(A, B, C, E)$ 得 $(PA, PB, PC, PE)$ 成调和线束，结合 $PA \perp PB$，即可得证。",平面几何
72,"$Q$ 是以 $AB$ 为直径的圆上一点，$Q \neq A,B$，$Q$ 在 $AB$ 上投影为 $H$，以 $Q$ 为圆心、$QE$ 为半径作圆与原圆交于 $C$、$D$。
求证：$CD \perp QH$。",以 $Q$ 为反演中心，$QO$ 为反演圆作反演，利用保角性和反演图像性质，得 $CD \perp QH$。,平面几何
73,"四边形 $ABCD$ 内接于圆 $O$，设 $\odot ABP$、$\odot BCP$、$\odot CDP$、$\odot DAP$ 的外心分别为 $O_1$、$O_2$、$O_3$、$O_4$。
求证：$OO_1$、$OO_2$、$OO_3$、$OO_4$ 三线共点。",以 $O$ 为反演中心，单位长度为反演半径，得各外接圆反形为直线，利用平行四边形性质可证三线共点于 $OO_1$ 中点。,平面几何
74,"已知圆 $O$ 外一点 $X$，从 $X$ 引两条切线切圆于 $A$、$B$，过 $X$ 作直线交圆于 $C$、$D$，满足 $CA \parallel BD$，设 $CA$ 与 $BD$ 交于 $F$，$CD$ 与 $AB$ 交于 $G$，$BD$ 与 $GX$ 的中垂线交于 $H$。
求证：$X$、$F$、$G$、$H$ 四点共圆。","由配极性质3知 $(X, G, D, C)$ 调和，结合 $CA \parallel BD$，得 $\angle GFD = \angle DFX$，进而可证四点共圆。",平面几何
75,"如图9-14，已知圆 $O$ 中，$CC'$ 为直径，过点 $G$ 作一条直线，使得 $A, H, E, R, M, G = B, G$（其中 $A, B$ 均在圆外）。连接 $AC, BC$，分别交圆 $O$ 于点 $D, E$。过 $D, E$ 分别作圆 $O$ 的切线，交于一点 $P$，连接 $PG$。求证：$PG \perp AB$。","过 $C$ 作 $AB$ 的平行线交圆 $O$ 于 $Y$，过 $G$ 作圆 $O$ 的切线交直线 $DE$ 于 $X$。由于 $X$ 在 $G$ 的极线上（即过 $CG$ 的切线上），且 $X$ 在 $\triangle AEP$ 的极线 $DE$ 上，故 $X$ 的极线过 $G, P$。又因 $AG = GB$，所以 $A, B, G, C$ 成调和点列，从而 $CA, CB, CG, CC'$ 成调和线束，于是四边形 $DG E Y$ 是调和四边形。
由几何关系得 $GY \perp CY$，即 $PG \perp AB$。",平面几何
76,"设 $OS_1, OS_2, OS_3$ 是三条射线，分别交于点 $A_1, B_1, C_1$ 和 $A_2, B_2, C_2$。若 $A_1, B_1, C_1, D_1$ 四点共圆（或共线），则 $A_2, B_2, C_2, D_2$ 四点也共圆（或共线）。","以 $A_1$ 为反演中心进行反演变换，则 $OS_1, OS_2$ 的反形分别为直线 $A_1D_1, A_2B_1$；同理，$OS_3$ 的反形为 $A_2C_1$。两圆交于 $C_2$，问题转化为三角形中的密克点问题。
若 $\triangle ABC$ 的外接圆与 $\triangle ABD$ 的外接圆交于点 $C_2$，则 $\triangle A_2B_2D_2$ 的外接圆也过该点，此结论已在圆章节中提及。",平面几何
77,"如图9-16，凸四边形 $ABCD$ 内切圆分别切边 $AB, BC, CD, DA$ 于点 $F_1, F_2, F_3, F_4$。令 $E, F, G, H$ 分别为线段 $AB, BC, CD, DA$ 的中点。求证：四边形 $EFGH$ 为矩形的充要条件是 $A, B, C, D$ 共圆。","以 $ABCD$ 的内切圆为反演圆作反演变换，则 $A, B, C, D$ 共圆等价于其反点 $A', B', C', D'$ 共圆。
注意到 $E, F, G, H$ 是各边中点，故 $EFGH$ 是平行四边形。因此，$EFGH$ 为矩形当且仅当其对角线相等，即 $A', B', C', D'$ 共圆，等价于原四点 $A, B, C, D$ 共圆。",平面几何
78,"设 $P$ 为四边形 $ABCD$ 内一点，满足：
$$
\angle APD = \angle ABP + \angle DCP
$$
且 $P$ 不在边 $AB, BC, CD$ 上。记 $E, F, G$ 分别为 $P$ 到 $AB, BC, CD$ 的垂足。求证：$\triangle EFG \sim \triangle APD$。","**法一（反演变换）**：
由 $\angle APD = \angle ABP + \angle DCP$，可知 $\triangle ABP$ 与 $\triangle DCP$ 的外接圆在 $P$ 处外切。以 $P$ 为中心作反演变换，则 $A, B, C, D$ 变为 $A', B', C', D'$，且 $A'B' \parallel C'D'$，故 $A'B'C'D'$ 为等腰梯形，有 $A'C' = B'D'$。
利用反演变换的距离公式可得：
$$
\frac{A'C'}{B'D'} = \frac{AC}{BD}
$$
由此推出 $\triangle EFG \sim \triangle APD$。

**法二（构造辅助线）**：
作 $\angle APT = \angle ABP$，$T$ 在 $AD$ 上，延长 $TP$ 交 $BC$ 于 $S$。由题设得 $\angle TPD = \angle DCP$，易知 $TP$ 是两外接圆的公切线。由根轴定理，$BA, CD, ST$ 交于一点 $R$。
通过角度变换可得：
$$
\angle PAD = \angle FEG
$$
从而 $\triangle EFG \sim \triangle APD$。",平面几何
79,"设双心四边形 $ABCD$，对角线 $AC \cap BD = E$，内切圆圆心为 $I$，外接圆圆心为 $O$。求证：$I, O, E$ 三点共线。","**引理**：圆外切四边形 $ABCD$，切点为 $M, N, P, Q$，则 $AC, BD, MP, NQ$ 四线共点。

**证明**：设 $AC \cap MP = G$，由正弦定理得：
$$
\frac{AG}{GC} = \frac{\sin \angle AGK}{\sin \angle CGM} \cdot \frac{CM}{AK}
$$
类似推导可得 $G = G'$，即三线共点。同理 $BD, MP, NQ$ 共点。

**主证明**：以 $I$ 为中心、以 $IKLMN$（切点构成的四边形）为反演圆作反演，得到平行四边形 $A'B'C'D'$。由反演性质知 $Q, I, O$ 共线，进而 $I, O, E$ 共线。",平面几何
80,设一条平面闭折线周长为 1，证明可用半径为 $\frac{1}{4}$ 的圆完全覆盖该折线。,取折线中点 $O$，任取折线上点 $M$，则 $OM < \frac{1}{2}$，故以 $O$ 为圆心、$\frac{1}{4}$ 为半径的圆可覆盖整条折线。,平面几何
81,"设 $\triangle ABC$ 的三边为 $a, b, c$，对应中线为 $m_a, m_b, m_c$，则：
$$
m_a(bc - a^2) + m_b(ca - b^2) + m_c(ab - c^2) > 0
$$",对四边形 $BDGF$ 应用托勒密不等式即可得证。,平面几何
82,"设 $ABCD$ 为圆内接四边形，则：
$$
|AB - CD| + |AD - BC| > 2|AC - BD|
$$","设外接圆半径为 1，令 $\angle AOB = 2\alpha$, $\angle BOC = 2\beta$, $\angle COD = 2\gamma$, $\angle DOA = 2\delta$，则：
$$
|AB - CD| = 4|\sin \alpha \cos \beta - \sin \gamma \cos \delta|,\quad \text{其他类似}
$$
利用三角恒等变形即可得证。",平面几何
83,给定四条边长的四边形中，内接于圆的四边形面积最大。,"证明思路：
- 假设 $D$ 在 $\triangle ABC$ 内部，作 $D$ 关于 $BC$ 的反射点 $D'$，则四边形 $ABCD'$ 与 $ABCD$ 四边相等但面积更大；
- 对于任意凸四边形 $ABCD$，其面积满足：
$$
S < \sqrt{(s-a)(s-b)(s-c)(s-d)}
$$
等号成立当且仅当 $\cos\theta = 0$，即四边形为圆内接四边形。

因此，对于固定边长 $a, b, c, d$ 的四边形，当且仅当它为圆内接四边形时，面积最大。",平面几何
84,"在 $\triangle ABC$ 中，$\angle A, \angle B, \angle C$ 中最大的一个记为 $\angle B > 60^\circ$。若 $AE$ 和 $CD$ 分别是 $\angle A$ 和 $\angle C$ 的平分线交对边于 $E, D$，则：",$AE + CD < AC$,平面几何
85,"设 $A, B, C$ 为 $\triangle ABC$ 的三个内角，对任意实数 $x, y, z$，有：",$x^2 + y^2 + z^2 - 2xy\cos C - 2yz\cos A - 2zx\cos B \geq 0$ 等号成立当且仅当 $x : y : z = \sin A : \sin B : \sin C$。,平面几何
86,设凸四边形 $ABCD$ 满足 $AB = AD + BC$，内部存在一点 $P$，使得：,"$AP = h + AD,\quad BP = h + BC$ 则：$\frac{1}{\sqrt{AD}} + \frac{1}{\sqrt{BC}} \geq \frac{2}{\sqrt{h}}$",平面几何
87,设锐角三角形 $ABC$，外心为 $O$，高线最长者为 $h_{\max}$，则：,$AH + BH + CH < 2h_{\max}$,平面几何
88,"设 $ABC$ 为等边三角形，$P$ 是其内部一点，线段 $AP, BP, CP$ 分别交对边于 $A_1, B_1, C_1$，则：",$A_1B_1 \cdot B_1C_1 \cdot C_1A_1 > AB \cdot BC \cdot CA$,平面几何
89,"设 $G$ 为 $\triangle ABC$ 的重心，$A_1, B_1, C_1$ 分别为 $AG, BG, CG$ 与外接圆的交点（除 $A, B, C$ 外），则：",$GA_1 + GB_1 + GC_1 > GA + GB + GC$ 等号成立当且仅当 $\triangle ABC$ 为正三角形。,平面几何
90,"设 $\triangle ABC$ 内有一点 $P$，满足 $\angle APB = \angle BPC = \angle CPA = 120^\circ$，直线 $BF, CE$ 分别交 $AC, AB$ 于 $D, E$，则：",$AB + AC > 4DE$,平面几何
91,"设 $G$ 为 $\triangle ABC$ 的重心，$A_1, B_1, C_1$ 分别为 $AG, BG, CG$ 与外接圆的交点，则：",$GA_1 + GB_1 + GC_1 > GA + GB + GC$ 等号成立当且仅当 $\triangle ABC$ 是正三角形。,平面几何
92,设六边形 $ABCDEF$ 满足：,"$AB = BC,\quad CD = DE,\quad EF = FA$ 则：$BC \parallel DE \parallel FA,\quad BC + DE + FA \geq 3$",平面几何
93,"设 $AA_1, BB_1, CC_1$ 分别为 $\angle A, \angle B, \angle C$ 的平分线与外接圆的交点（除 $A, B, C$ 外），则：",$AA_1 + BB_1 + CC_1 > 4R + (AB + BC + CA)$ 其中 $R$ 为外接圆半径。,平面几何
94,"设两个凸四边形 $ABCD$ 和 $A'B'C'D'$ 的边长分别为 $(a,b,c,d)$ 和 $(a',b',c',d')$，面积分别为 $S$ 和 $S'$，则：",$aa' + bb' + cc' + dd' \geq 4\sqrt{SS'}$,平面几何
95,"设 $T$ 是 $\triangle ABC$ 的内心，$AT, BT, CT$ 分别交对边于 $D, E, F$，则：",$\frac{AT}{TD} + \frac{BT}{TE} + \frac{CT}{TF} \leq 3$,平面几何
96,"设 $P$ 是 $\triangle ABC$ 内一点，到三边距离分别为 $x, y, z$，外接圆半径为 $R$，则：",$x + y + z \leq R + \frac{r}{2}$ 其中 $r$ 为内切圆半径，等号成立当且仅当 $P$ 是内心。,平面几何
97,"设 $P_1, P_2, ..., P_n$ 是圆上均匀分布的 $n$ 个点，$P$ 是圆周上任意一点，则：",$PP_1^2 + PP_2^2 + \cdots + PP_n^2 = nR^2$ 其中 $R$ 为圆的半径，这是一个常数！,平面几何
98,"设 $AH \perp BC$，$H$ 在 $BC$ 上，过 $H$ 分别作 $AB, AC$ 的平行线，在圆上方交于 $F, E$。求证：$D, H, F, E$ 四点共圆。","通过延长 $FA$ 交圆于 $F'$，利用角度关系可得 $\angle HDF = \angle HEF$，从而 $D, H, F, E$ 共圆。",平面几何
99,"设 $P$ 是 $\triangle ABC$ 内一点，$PA, PB, PC$ 分别交对边于 $D, E, F$。求证：面积和 $S_{\triangle PAF} + S_{\triangle PBD} + S_{\triangle PCE} = S_{\triangle ABC}$ 当且仅当 $P$ 在某一条中线上。","由塞瓦定理得 $\frac{AF}{FB} \cdot \frac{BD}{DC} \cdot \frac{CE}{EA} = 1$，
结合梅涅劳斯定理计算面积比后化简得：
$$
(a-1)(b-1)(ab-1) = 0 \Rightarrow a=1 \text{ 或 } b=1 \text{ 或 } ab=1
$$
即 $P$ 至少位于一条中线上。",平面几何
100,设 $D$ 是 $\triangle ABC$ 内一点，满足 $\angle DAC = \angle DCA = 30^\circ$，$\angle DBA = 60^\circ$，$E$ 是 $BC$ 中点，$F$ 是 $AC$ 上靠近 $C$ 的三等分点。求证：$DE \perp EF$。,"令 $A=0$, $B=1$, $C=z$，解出 $D, E, F$ 的复数坐标，计算斜率后得：
$$
\frac{F-E}{E-D} = i \Rightarrow DE \perp EF
$$",平面几何
101,"在 $\triangle ABC$ 三边上向外作等腰直角三角形，使得角度分别为 $45^\circ, 30^\circ, 15^\circ$，求证 $\angle PRQ = 90^\circ$，且 $QR = PR$。","设 $z_A, z_B, z_C$ 表示点对应复数，通过旋转和加权平均得出：
$$
z_R - z_P = i(z_Q - z_P) \Rightarrow \angle PRQ = 90^\circ,\quad QR = PR
$$",平面几何
102,"圆内接四边形 $ABCD$，对角线交于 $S$，$S$ 在 $AB, CD$ 上的投影为 $E, F$，求证：$EF$ 的中垂线平分 $BC$ 和 $DA$。","设 $M$ 为 $AD$ 中点，则：
$$
\vec{SE} \cdot \vec{SA} = |\vec{SE}|^2,\quad \vec{SF} \cdot \vec{SD} = |\vec{SF}|^2
$$
又因 $\triangle ASE \sim \triangle DSF$，故：
$$
|\vec{SA}||\vec{SF}| = |\vec{SD}||\vec{SE}|
$$
进一步推出：
$$
(\vec{SM} - \vec{SF})^2 - (\vec{SM} - \vec{SE})^2 = 0
\Rightarrow M \text{ 在 } EF \text{ 的中垂线上}
$$

同理 $N$（$BC$ 中点）也在其上 ⇒ 得证。",平面几何
103,"梯形 $ABCD$ 中 $AB \parallel CD$，作点 $F \in AB$，使 $CF = DF$，设 $AC \cap BD = O$，$O_1, O_2$ 分别为 $\triangle ADF$ 和 $\triangle BCF$ 的外心。求证：$EF \perp OO_2$。","以 $DC$ 中点为原点，建立直角坐标系：
- $D(-1, 0), C(1, 0), F(0, d), A(d, b), B(c, b)$
- 计算 $AC$ 与 $BD$ 交点 $E$
- 求 $O_1, O_2$ 坐标并验证 $EF \perp OO_2$

最终得：
$$
\vec{EF} \cdot \vec{OO_2} = 0 \Rightarrow EF \perp OO_2
$$",平面几何
104,在 $\triangle ABC$ 中，$AB = AC$，过点 $A$ 作 $\triangle ABC$ 的外接圆，且与 $AB$ 和 $AC$ 分别相切于点 $P$ 和 $Q$。求证：点 $P$ 和 $Q$ 连线的中点是 $\triangle ABC$ 的内心。,"**分析**：设 $PQ$ 中点为 $O$，则 $O$ 在 $\angle BAC$ 的角平分线 $AD$ 上。如图建立直角坐标系，设 $OA = 1$，$\angle BAO = \alpha$。设 $\triangle ABC$ 的外接圆圆心为 $K$，内切圆圆心为 $M$。连结 $PK$。

由题意：
$$
y_P = y_Q = -\sin\alpha
$$

因为 $\triangle ABC$ 的外接圆直径：
$$
2R = OA + OK + KD = OA + OK + KP = 1 + \tan\alpha + \tan\alpha + \sec\alpha = \frac{1}{\sin\alpha}
$$
所以：
$$
R = \frac{1}{2\cos^2\alpha}
$$

从而，$OM$ 的方程为：
$$
y = \frac{\cos^2\alpha - \sin\alpha}{2\cos^2\alpha}x + \frac{\sin\alpha}{2\cos^2\alpha}
$$

$AB$ 的方程为：
$$
y = \cot\alpha \cdot x + 1
$$

解上述两方程得：
$$
x_A = -1, \quad y_A = -\sin\alpha
$$

故命题成立。

> 注：此题我们在前面几章曾经多次出现过，这里用的是解析法，也是一种不错的方法。",平面几何
