id,question,answer,type
53,给定半径为 $R$ 的圆上定点 $A$，过动点 $R$ 引垂线交切线于 $Q$，求 $\triangle PQR$ 面积的最大值。,"构造辅助点 $S$ 使得 $RS \parallel l$，连接 $PS$，易证 $\triangle PRS$ 为正三角形时面积最大，此时：
$$
S_{\triangle PQR} = \frac{\sqrt{3}}{4} R^2
$$",几何不等式
54,"曲线 $\gamma$ 将正三角形 $ABC$ 分成两部分面积相等。设 $L$ 为 $\gamma$ 的长度，$s$ 为边长，求证：
$$
L \geq \frac{3\sqrt{3}}{2} s
$$","将三角形翻转六次形成闭合曲线，利用等周定理得：
$$
6L \geq 2\pi \sqrt{3S_{\triangle ABC}} \Rightarrow L \geq \frac{\sqrt{3\pi}}{3} \cdot s
$$",几何不等式
55,"设 $a_1, a_2, a_3$ 中至少有两个正数，且满足：
$$
a_1(a_2 + a_3) + a_2(a_3 + a_1) + a_3(a_1 + a_2) > 0
$$
则对任意 $x, y, z \in \mathbb{R}$，有：
$$
(xa_1 + ya_2 + za_3)^2 \geq (a_1a_2 + a_2a_3 + a_3a_1)(2xy + 2yz + 2zx - x^2 - y^2 - z^2)
$$","令 $a_1 + a_2 = u$, $a_2 + a_3 = v$, $a_3 + a_1 = w$，结合条件推出 $a_1, a_2, a_3$ 构成三角形三边，再使用余弦定理和 Cauchy-Schwarz 不等式完成证明。",几何不等式
56,"设 \(a, b, c > 0\)，则有：
\[
\frac{a^2}{b} + \frac{b^2}{c} + \frac{c^2}{a} \geq a + b + c,
\]
等号成立当且仅当 \(a = b = c\)。","由柯西不等式（Cauchy-Schwarz）：
\[
\left( \frac{a^2}{b} + \frac{b^2}{c} + \frac{c^2}{a} \right)(b + c + a) \geq (a + b + c)^2.
\]
两边同除以 \(a + b + c\) 即得原不等式。
等号成立当且仅当 \(\frac{a}{\sqrt{b}} = \frac{b}{\sqrt{c}} = \frac{c}{\sqrt{a}}\)，即 \(a = b = c\)。",几何不等式
57,"### 定理3（加权正弦和不等式）对任意实数 $x, y, z$ 及正数 $u, v, w$ 和任意三角形 $\triangle ABC$，有：
$$
uxy \sin C + vyz \sin A + wzx \sin B \leq \frac{u^2 + v^2 + w^2}{2}(x^2 + y^2 + z^2).
$$","等号成立当且仅当：
$$
\frac{x}{\sin A} = \frac{y}{\sin B} = \frac{z}{\sin C}.
$$",几何不等式
58,"设 $\triangle ABC$ 和 $\triangle A'B'C'$ 的边长分别为 $a,b,c$ 和 $a',b',c'$，面积分别为 $S$ 和 $S'$，则：
$$
a^2(b'^2 + c'^2 - a'^2) + b^2(c'^2 + a'^2 - b'^2) + c^2(a'^2 + b'^2 - c'^2) \geq 16SS'.
$$",等号成立当且仅当两个三角形均为正三角形。,几何不等式
59,"设点 $P$ 在 $\triangle ABC$ 所在平面上，记 $PA = R_1$, $PB = R_2$, $PC = R_3$，对任意实数 $x, y, z$，有：
$$
(x + y + z)(xR_1^2 + yR_2^2 + zR_3^2) \geq x^2a^2 + y^2b^2 + z^2c^2,
$$
其中 $a = BC$, $b = AC$, $c = AB$。","等号成立当且仅当：
$$
\frac{xR_1}{\sin A} = \frac{yR_2}{\sin B} = \frac{zR_3}{\sin C}.
$$",几何不等式
60,"设 $P$ 是 $\triangle A_1A_2A_3$ 平面上一点，$PA_i = R_i$，边长为 $a_1, a_2, a_3$，对应角为 $A_1, A_2, A_3$，则：
$$
(a_2 + a_3 - a_1)R_1^2 + (a_3 + a_1 - a_2)R_2^2 + (a_1 + a_2 - a_3)R_3^2 \geq 4S,
$$
其中 $S$ 是 $\triangle A_1A_2A_3$ 的面积。","等号成立当且仅当 $a_1 = a_2 = a_3$ 且：
$$
R_1 : R_2 : R_3 = \sin A_1 : \sin A_2 : \sin A_3.
$$",几何不等式
61,"设 $a_1, a_2, a_3 > 0$，则：
$$
a_1(a_2 + a_3 - a_1)(a_1 + a_3 - a_2) + a_2(a_3 + a_1 - a_2)(a_2 + a_1 - a_3) + a_3(a_1 + a_2 - a_3)(a_3 + a_2 - a_1) \geq 8a_1a_2a_3,
$$",等号成立当且仅当 $a_1 = a_2 = a_3$。,几何不等式
62,"设 $P$ 是 $\triangle ABC$ 所在平面上的一个动点，其垂足三角形面积为 $F$，$\triangle ABC$ 的面积为 $S$。则有不等式：
$$
F \leq \frac{1}{4}S
$$
当且仅当 $P$ 在 $\triangle ABC$ 内部时取等号。

进一步地，若 $PA = a'$, $PB = b'$, $PC = c'$，且 $a, b, c$ 为 $\triangle ABC$ 的边长，则：
$$
\frac{abc}{a'b'c'} \geq \frac{16S^2}{(abc)^2}
$$
等价于：
$$
|OP|^2 < 2R^2
$$
其中 $O$ 为 $\triangle ABC$ 的外心，$R$ 为外接圆半径。","因此，点 $P$ 的轨迹是一个以 $O$ 为圆心、半径为 $\sqrt{2}R$ 的圆及其内部区域。

> **注**：此结论源于 Gergonne 公式（见 Roger A. Johnson《现代欧氏几何学》§198）。该公式表明：垂足三角形面积固定的点的轨迹是以外心为中心的圆；在外接圆内的点中，外心对应的垂足三角形面积最大。",几何不等式
63,对于固定 $n$，$r$ 的最小圆最多有多少个？,最多有 $n - 2$ 个。,几何不等式
64,"设 $d$ 为四面体的三组相对棱距离的最小值，$h$ 为其最小高。求证：
$$
2d > h
$$","**证明思路**：
选取合适的平面截面（如过某条棱的垂直平面），将三维问题转化为二维问题，在 $\triangle AEF$ 中分析高度关系即可得证。",几何不等式
65,"设四面体 $ABCD$ 的内切球半径为 $r$，一组对棱 $AB = a$, $CD = b$，它们之间的距离为 $d$，夹角为 $\theta$。求证：
$$
r < \frac{ab \sin\theta}{6}
$$","由关键公式联立可得不等式成立。
- 体积 $V = \frac{1}{3} S_{\text{表}} r$
- Steiner 定理：$V = \frac{1}{6} ab d \sin\theta$",几何不等式
66,求最大正整数 $n$，使得平面内存在 $n$ 个凸多边形（包括三角形），其中每两个都有一条公共边但没有公共内部。,**引理**：设四面体 $A_1A_2A_3A_4$ 的体积为 $V$，记 $S_i$ 为顶点 $A_i$ 所对的面的面积，$\theta_{ij}$ 为面 $i$ 和面 $j$ 之间的二面角，则有：$$ S_i S_j \sin\theta_{ij} = 6V $$ **证明**（略）：通过作高和利用三角形面积公式可得该关系。由引理及体积公式 $3V = rS$（其中 $S = S_1 + S_2 + S_3 + S_4$），我们有：$$ \frac{1}{r} = \frac{S}{3V} = \sum_{i=1}^4 \frac{S_i}{3V} $$ 又由射影公式：$$ \sum_{j \neq i} S_j \cos\theta_{ij} \leq S_i $$ 结合 Cauchy 不等式：$$ \left(\sum_{i<j} S_i S_j \sin\theta_{ij}\right)^2 \leq \left(\sum_{i} S_i^2\right)\left(\sum_{i<j} \sin^2\theta_{ij}\right) $$ 最终推导出：$$ \frac{1}{r} \leq \sum_{i=1}^4 \frac{1}{r_i} $$ 等号成立当且仅当所有面全等且二面角相等，即为正四面体。,几何不等式
67,"设 $R$ 是四面体 $A_1A_2A_3A_4$ 的外接球半径，$R_1, R_2, R_3, R_4$ 分别是四个面的外接圆半径。求证：
$$
\frac{1}{R} \leq \frac{1}{R_1} + \frac{1}{R_2} + \frac{1}{R_3} + \frac{1}{R_4}
$$","设 $O$ 为四面体的外心且位于内部，则每个面的外心投影满足：
$$
R_i \leq R
$$
且存在一个最大内切球半径 $d < r$，使得：
$$
R_i^2 = R^2 - d^2 \Rightarrow R_i < R
$$
进一步利用著名不等式 $r \leq \frac{R}{2}$ 得：
$$
R_i > \sqrt{R^2 - r^2} > \frac{R}{\sqrt{2}}
$$
从而得出结论。",几何不等式
68,使用 Ptolemy 不等式处理四边形 $ACEF$,$AC \cdot EF + CE \cdot AF \geq AE \cdot CF$,几何不等式
69,应用广义 Ptolemy 定理于正方形 $ABDE$,$OM + ON = \frac{1}{2}(CD + CE) \leq \frac{\sqrt{2}}{2}(a + b)$,几何不等式
70,利用角度关系与三角恒等式，结合对称性,$\tan\frac{A}{2} \tan\frac{B}{2} + \tan\frac{C}{2} \tan\frac{D}{2} \geq 1$,几何不等式
71,"设平面内任意五点为 $A_1, A_2, A_3, A_4, A_5$，其中任意三点不共线。","(1) 若这五点的凸包不是凸五边形，则其中必有一点落在某个三角形内部，此时易证其面积不超过 3。

(2) 设 $A_1A_2A_3$ 和 $A_4A_5$ 在直线 $MN$ 同侧时，有：
$$
\angle A_1A_2A_3 \geq 36^\circ
$$
若 $A_1, A_2$ 与 $A_3$ 均在直线 $MN$ 同侧，设 $\angle A_1A_2A_3 = \theta$，则总有：
$$
\sin\theta > \frac{1}{2}
$$
注意到 $\theta > 36^\circ$，所以总有：
$$
|A_1A_2| + |A_2A_3| > |A_1A_3|
$$",几何不等式
72,,"提示：问题转化为证明：
$$
AA_1 + BB_1 + CC_1 > m_a + m_b + m_c
$$
其中 $AA_1, BB_1, CC_1$ 是中线。设 $AA_1 = m_a$ 等，由相交弦定理可得：
$$
m_a(m_a - a) = \left(\frac{a}{2}\right)^2
$$
联立 $m_a^2 - am_a - \frac{a^2}{4} = 0$，解得：
$$
m_a = \frac{a}{2}(1 + \sqrt{5}) > 0
$$",几何不等式
73,"设凸四边形 $ABCD$ 内的四个定点为 $M,N,P,Q$，只需考虑 $MNPQ$ 为凸四边形的情形。

对 $ABCD$ 周界上任意一点 $E$，令：
$$
f(E) = EA + EB + EC + ED,\quad g(E) = EN + EP + EQ
$$
只要证明存在一点 $E$ 使得 $f(E) > g(E)$ 即可。","作直线 $MP$ 交四边形边界于 $F,G$，则：
$$
f(F) + f(G) > g(P) + 2g(Q)
$$
表明 $f(E) > g(E)$ 对某些点成立。",几何不等式
74,"已知 $x + y + z = p$，且 $x = p - a$, $y = p - b$, $z = p - c$，则：
$$
(x+y)(y+z)(z+x) \geq 8xyz
$$","原不等式等价于：
$$
\sum_{\text{cyc}} \frac{(y+z)^2}{x} \geq 8(x+y+z)
$$
由均值不等式可知最后一式成立，故原不等式成立。",几何不等式
75,提示：用解析法证明区域 $\Omega$ 是一个椭圆及其内部。,"新建直角坐标系 $x' = ax$, $y' = by$，将 $\Omega$ 变换为单位圆盘。设此变换把 $\triangle ABC$ 和 $\triangle DEF$ 分别变为 $\triangle A'B'C'$ 和 $\triangle D'E'F'$，它们分别是单位圆的外切和内接三角形。

由面积关系：
$$
S_{\triangle DEF} \geq \frac{9}{\pi} S_{\triangle ABC}
$$",几何不等式
76,固定底边 $BC$，当点 $A$ 在线段 $BC$ 的垂直平分线上时，$\triangle ABC$ 面积最大。,"在固定 $BC$ 和 $\angle A$ 的情况下，外接圆半径 $R$ 固定，且：
$$
AB + AC = 2R(\sin B + \sin C) = 4R \sin\left(\frac{B+C}{2}\right)\cos\left(\frac{B-C}{2}\right)
$$
当 $B = C$ 时取最大值。",几何不等式
77,"设等边 $\triangle ABC$ 与等边 $\triangle PQR$ 边长相等，且 $AB, AC$ 分别与 $PQ, QR$ 相交于 $D,E$。由旋转对称性得：",$K = S_{\triangle ABC} - 3S_{\triangle PDE} \geq \frac{1}{2} S_{\triangle ABC}$,几何不等式
78,设四边形 $ABCD$ 满足 $AB = BC = CD = 1$，显然最大面积出现在凸四边形情形。,"(1) 若 $\angle B = 30^\circ$，则最大面积为：
$$
S = \frac{\sqrt{3}}{2}
$$

(2) 若 $\angle A = 30^\circ$，作 $B', C'$ 关于 $AD$ 的对称点，五边形 $BCDC'B'$ 为边长均为 1 的正五边形，当且仅当它为正五边形时面积最大。

此时最大面积：
$$
S = \frac{5}{4} \sqrt{10 + 2\sqrt{5}}
$$",几何不等式
79,"设 $\triangle ABC$ 的面积为 $S$，由面积关系：
$$
\sum_{i=1}^{n} a_i^2 \geq \frac{4nS}{\pi}
$$","由 Cauchy 不等式和等周不等式可得：
$$
\sum_{i=1}^{n} a_i \geq 2\sqrt{nS} \cot\left(\frac{\pi}{n}\right)
$$",几何不等式
80,,"利用恒等式：
$$
\cos A = \frac{b^2 + c^2 - a^2}{2bc}
$$
代入即得结论。",几何不等式
81,,"注意公式：
$$
\cot A = \frac{s(s-a)}{\Delta},\quad \text{类似有 } \cot B, \cot C
$$
原不等式等价于：
$$
a + b + c > 2ab\cos C + 2bc\cos A + 2ca\cos B
$$",几何不等式
82,,"令 $x = \tan A$, $y = \tan B$, $z = \tan C$，通过一系列三角恒等变形即可得证。",几何不等式
83,"设 $u = x\sin\alpha + y\sin\beta$, $v = z\sin\gamma + w\sin\delta$，则：
$$
u^2 + v^2 \leq (x^2 + y^2 + z^2 + w^2) - 2(xy\cos(\alpha+\beta) + zw\cos(\gamma+\delta))
$$",由已知条件 $\alpha + \beta + \gamma + \delta = k\pi$，结合 Cauchy 不等式得证。,几何不等式
84,,"惯性矩不等式中令 $x = \frac{a}{r}$ 等，得：
$$
\sum_{i<j} (a_i - a_j)^2 \geq \frac{16\Delta^2}{r^2}
$$
结合 Heron 公式：
$$
16\Delta^2 = 2(a^2b^2 + b^2c^2 + c^2a^2) - (a^2 + b^2 + c^2)^2
$$
得：
$$
\sum a_i^2 \geq \frac{16\Delta^2}{r^2}
$$",几何不等式
85,如图所示，标号为 1、2、3、4 的四个凸多边形每两个有一条公共边但无公共内部，故最大值不小于 4。,假设存在五个满足条件的凸多边形，则矛盾（构造反例），故最大值为 4。,几何不等式
86,,结论是肯定的。若五点构成凸五边形，则最小距离与最大距离之比大于 $2\sin 70^\circ$；否则若为三角形或四边形，则矛盾。,几何不等式
87,"设四面体 $A_1A_2A_3A_4$ 中，记面 $A_iA_jA_k$ 的面积为 $S_{ijk}$，体积为 $V$，则：
$$
V = \frac{1}{6} \sum_{i<j<k} S_{ijk} \cdot h_{ijk}
$$
其中 $h_{ijk}$ 是顶点到对面的距离。","利用柯西不等式和射影公式可得：
$$
\sum_{i<j} S_i S_j \cos^2 \theta_{ij} \leq \left(\sum S_i\right)^2
$$",几何不等式
